id,Olivier Besancenot,Marie-George Buffet,Gérard Schivardi,François Bayrou,José Bové,Dominique Voynet,Philippe de Villiers,Ségolène Royal,Frédéric Nihous,Jean-Marie Le Pen,Arlette Laguiller,Nicolas Sarkozy
964,0,0,0,1,0,0,0,0,0,0,1,0
965,0,0,0,0,0,0,0,0,0,1,0,1
966,0,0,0,1,0,0,0,0,0,1,0,1
967,0,0,0,1,0,0,0,0,0,1,0,0
968,0,0,0,1,0,1,0,1,0,0,0,1
969,0,0,0,1,0,0,1,0,0,0,0,1
970,1,0,0,0,0,0,1,0,0,1,0,0
971,0,0,0,0,0,0,0,1,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0,0,1
973,0,0,0,1,0,0,1,0,0,0,0,1
974,0,0,0,1,0,0,0,0,0,1,0,1
975,1,0,0,1,0,0,0,0,0,0,0,0
976,0,0,0,0,1,0,0,0,0,0,1,0
977,0,0,0,1,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0,0,1,0
979,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,1,1,0,0,1,0,0,0,0
981,0,0,0,1,0,0,0,0,0,0,0,1
982,0,0,0,1,0,0,0,0,0,0,0,0
983,0,0,0,1,0,0,0,0,0,1,0,0
984,0,0,0,1,0,1,0,0,0,0,0,1
985,1,0,0,1,0,0,0,0,0,0,1,1
986,0,0,0,0,0,1,0,1,0,0,0,0
987,0,0,0,1,0,0,0,0,0,0,0,1
988,0,0,0,0,0,0,0,0,0,0,0,1
989,0,0,0,0,0,0,0,1,0,0,0,0
990,0,0,0,1,0,0,0,0,0,0,0,1
991,0,0,0,1,0,0,0,1,0,0,0,1
992,0,0,0,0,0,0,0,0,0,1,0,1
993,0,0,0,1,0,0,0,0,0,0,0,1
994,0,0,0,1,0,0,0,1,0,0,0,1
995,0,0,0,0,0,0,0,1,0,0,1,0
996,1,0,0,0,0,1,0,1,0,0,0,0
997,0,0,0,0,0,0,1,1,0,0,0,1
998,0,0,0,0,0,0,0,1,0,0,0,1
999,0,1,0,1,0,0,0,1,0,0,0,1
1000,0,0,0,1,0,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,0,0,0,0,0,1
1002,1,0,0,1,0,1,0,0,0,0,1,0
1003,0,0,0,0,0,0,0,0,0,1,0,1
1004,0,0,0,0,0,0,0,0,0,0,0,1
1005,0,0,0,0,0,0,0,1,0,0,0,0
1006,0,0,0,1,0,0,0,0,0,0,0,0
1007,1,0,0,1,1,1,0,1,0,0,0,0
1008,0,0,0,1,0,0,0,0,0,0,0,1
1009,0,0,0,0,0,1,0,0,0,0,0,1
1010,1,0,0,0,1,1,0,1,0,0,1,0
1011,0,0,0,0,0,0,1,0,0,1,0,1
1012,0,0,0,1,0,0,0,0,0,0,0,1
1013,0,0,0,0,0,0,0,1,0,0,0,1
1014,0,0,0,0,0,0,0,0,0,1,0,0
1015,0,0,0,0,0,0,0,0,0,0,0,0
1016,1,0,0,0,1,1,0,0,0,0,0,0
1017,0,0,0,0,0,0,1,0,0,1,0,0
1018,0,0,0,0,0,0,0,1,0,0,0,1
1019,0,1,0,1,0,0,0,1,0,0,0,0
1020,0,0,0,1,0,0,0,0,0,1,0,1
1021,0,0,0,1,0,0,0,0,0,1,0,0
1022,0,0,0,0,0,0,1,0,0,0,0,1
1023,0,0,0,0,0,0,0,0,0,0,0,0
1024,0,0,0,1,0,1,0,1,0,0,0,1
1025,0,0,0,0,0,0,0,0,0,1,0,0
1026,1,0,0,0,1,1,0,0,0,0,0,0
1027,1,1,0,0,0,0,0,1,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,1
1029,0,0,0,1,0,1,0,1,0,0,0,0
1030,0,0,0,0,0,1,0,0,0,1,0,1
1031,0,0,0,1,0,0,0,1,0,0,0,1
1032,1,1,0,0,1,1,0,1,0,0,1,0
1033,0,0,0,0,0,0,0,0,0,0,0,1
1034,1,0,0,0,1,0,0,1,0,0,1,0
1035,1,0,0,1,1,1,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,1,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0,0
1038,1,0,0,1,0,0,0,1,0,1,0,0
1039,0,0,0,1,0,1,0,1,0,0,0,0
1040,0,0,0,1,0,0,0,0,0,0,0,1
1041,1,0,0,1,0,0,0,0,0,0,1,1
1042,1,0,0,1,0,0,1,1,0,0,0,1
1043,0,0,0,0,0,0,0,1,0,0,0,0
1044,1,1,0,0,0,1,0,1,0,0,0,0
1045,1,0,0,1,0,0,0,0,0,1,0,0
1046,1,0,0,1,0,0,1,0,0,0,0,1
1047,1,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,0,0,0,0,0,0,1
1049,0,0,0,1,0,0,0,1,0,1,0,1
1050,0,0,0,0,0,0,0,1,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,1
1052,1,0,0,1,0,0,0,0,0,1,0,1
1053,1,1,0,0,0,0,0,1,0,0,0,0
1054,1,0,0,0,0,0,1,0,0,1,0,0
1055,0,0,0,0,0,0,0,1,0,0,0,1
1056,0,0,0,0,0,0,0,0,0,0,0,1
1057,1,0,0,1,0,0,0,1,0,0,0,0
1058,0,0,0,0,0,0,0,1,0,0,0,0
1059,0,0,0,0,0,1,0,0,0,0,0,1
1060,0,0,0,1,0,0,0,1,0,0,0,1
1061,0,0,0,1,0,0,0,1,0,0,0,0
1062,0,0,0,1,0,0,0,0,0,1,0,1
1063,0,0,0,1,0,0,0,0,0,0,0,1
1064,0,0,0,0,0,0,0,0,0,1,1,1
1065,0,0,0,0,0,0,0,0,0,0,0,1
1066,1,1,0,0,0,1,0,0,0,0,0,0
1067,0,0,0,1,0,0,0,1,0,0,0,1
1068,0,0,0,0,0,0,0,0,0,0,0,1
1069,0,0,0,0,0,0,0,0,0,0,0,1
1070,0,0,0,0,0,1,0,1,0,0,0,1
1071,1,0,0,0,0,0,0,1,0,0,1,0
1072,1,0,0,1,1,1,0,1,0,0,1,0
1073,0,0,0,0,0,0,0,0,0,1,1,1
1074,0,0,0,0,0,0,0,1,0,0,0,0
1075,0,0,0,1,0,0,0,0,0,1,0,1
1076,1,0,0,1,0,0,0,1,0,0,0,0
1077,1,0,0,0,0,1,0,1,0,0,0,0
1078,0,0,0,1,0,0,0,1,0,1,0,1
1079,0,0,0,1,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,0,1,0,0,0,0
1081,0,0,0,0,0,0,1,0,0,1,0,0
1082,0,0,0,1,0,0,0,0,0,0,0,0
1083,0,0,0,1,0,0,0,0,0,1,0,0
1084,0,0,0,1,0,0,0,0,0,0,0,0
1085,1,0,0,1,0,0,0,0,0,0,0,0
1086,1,0,0,0,0,0,0,1,0,0,0,0
1087,1,0,0,1,0,1,0,1,0,0,1,1
1088,1,0,0,0,0,0,0,1,0,0,0,0
1089,0,0,0,1,0,0,0,0,1,0,0,1
1090,0,0,0,1,0,0,1,0,0,0,0,1
1091,0,0,0,0,0,0,0,0,0,0,0,1
1092,0,0,0,1,0,0,0,1,0,0,0,0
1093,0,0,0,1,0,0,0,1,0,0,0,0
1094,0,0,0,0,1,0,0,0,0,0,0,1
1095,0,0,0,0,0,0,0,0,0,0,0,1
1096,0,0,0,1,0,0,0,0,0,0,0,1
1097,0,0,0,1,1,1,0,0,0,1,1,1
1098,0,0,0,0,0,0,0,0,1,0,0,1
1099,0,0,0,0,0,1,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,1,0,1
1101,0,0,0,0,0,0,1,0,0,0,0,1
1102,0,0,0,0,0,0,0,0,0,1,0,0
1103,0,0,0,1,0,0,0,0,0,0,0,1
1104,0,0,0,1,0,0,0,0,0,0,0,1
1105,1,0,0,0,0,0,0,0,0,0,0,1
1106,0,0,0,0,0,0,0,1,0,0,0,0
1107,1,0,0,0,0,1,0,0,0,0,0,0
1108,1,0,0,1,0,1,0,0,0,0,0,0
1109,1,0,0,1,0,0,0,1,0,0,1,0
1110,0,0,0,0,0,0,0,1,0,0,0,1
1111,0,0,0,1,0,0,0,1,0,0,0,1
1112,0,0,0,1,0,1,0,0,0,0,0,1
1113,0,0,0,0,0,0,1,0,0,1,0,1
1114,0,0,0,0,0,0,0,1,0,0,0,0
1115,0,0,0,0,1,1,0,0,0,0,0,0
1116,1,0,0,0,0,1,0,0,0,0,0,0
1117,1,0,0,0,0,1,0,0,0,0,0,0
1118,0,0,0,1,0,0,0,1,0,0,0,0
1119,1,0,0,0,1,0,0,1,0,0,0,0
1120,0,0,0,0,0,0,1,1,0,0,0,1
1121,0,0,0,0,1,0,0,0,0,0,0,1
1122,0,0,0,1,0,0,0,0,0,0,0,1
1123,0,0,0,1,0,0,1,0,0,0,0,1
1124,0,0,0,0,0,0,0,0,0,0,0,1
1125,0,0,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,0,0,0,0,0,0,0,1
1127,0,0,0,0,1,1,0,1,0,0,0,0
1128,0,0,0,0,0,0,0,0,0,1,0,1
1129,0,0,0,1,0,0,0,0,0,0,0,0
1130,0,0,0,0,0,0,1,0,0,1,1,1
1131,0,0,0,1,0,0,0,0,1,0,1,0
1132,1,1,0,1,0,1,0,0,0,0,0,0
1133,0,0,0,0,0,0,1,0,0,1,0,1
1134,0,0,0,1,0,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0,0,0,0,0,1
1136,1,0,0,1,0,0,1,0,0,1,0,0
1137,0,0,0,0,0,0,0,0,0,0,0,1
1138,1,0,0,1,0,0,0,0,1,0,0,0
1139,0,0,0,1,0,0,0,0,0,0,0,1
1140,0,0,0,1,0,0,0,0,0,0,0,1
1141,0,0,0,0,0,0,0,1,0,0,0,0
1142,0,0,0,1,0,0,0,0,0,0,0,0
1143,0,0,0,0,0,0,1,0,0,0,0,0
1144,0,0,0,1,0,0,0,1,0,0,0,0
1145,0,0,0,1,0,0,0,0,0,0,0,1
1146,0,0,0,0,0,0,0,1,0,0,0,0
1147,0,0,0,1,0,0,0,0,0,0,0,0
1148,0,0,0,0,0,0,0,1,0,0,0,0
1149,1,0,0,0,0,1,0,0,0,0,0,0
1150,1,1,0,0,0,0,0,0,0,1,0,1
1151,0,0,0,1,0,0,0,0,0,0,0,1
1152,0,0,0,0,0,0,0,0,0,0,0,0
1153,0,0,0,1,0,0,0,0,0,0,0,0
1154,0,0,0,1,0,0,0,0,0,0,1,0
1155,1,0,0,0,1,0,0,0,0,0,0,0
1156,0,0,0,1,0,0,0,0,0,0,0,1
1157,0,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,1,0,0,0,0,0,0,0,1
1159,1,0,0,0,0,1,0,1,0,0,0,0
1160,1,0,0,0,1,1,0,1,0,0,0,0
1161,0,0,0,1,0,0,0,1,0,0,0,0
1162,1,0,0,1,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0,0,0,1,0,1
1164,0,0,0,1,0,0,1,0,0,0,0,1
1165,0,0,0,1,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,1,0,0,0,0
1167,1,0,0,0,0,0,0,0,0,0,1,0
1168,1,0,1,0,0,0,0,0,1,0,0,1
1169,0,0,0,0,0,0,0,1,0,0,0,1
1170,1,0,0,1,0,0,0,1,0,0,0,0
1171,0,0,0,1,0,0,0,1,0,0,0,0
1172,0,0,0,0,0,0,0,1,0,1,1,1
1173,1,0,0,0,0,0,0,1,0,0,0,0
1174,0,0,0,0,0,0,0,0,0,0,0,1
1175,0,0,0,1,0,0,0,0,1,1,0,1
1176,1,0,0,0,0,0,0,0,0,1,0,0
1177,0,0,0,1,0,0,0,0,0,0,0,0
1178,1,0,0,0,0,1,0,1,0,0,0,0
1179,0,0,0,1,0,1,0,1,0,0,0,1
1180,0,0,0,0,0,0,0,1,0,0,0,1
1181,0,0,0,1,0,1,0,1,0,0,0,0
1182,0,0,0,1,0,0,0,1,0,0,0,0
1183,0,0,0,1,0,0,0,0,0,0,0,0
1184,1,0,0,1,0,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0,1,0,0,0,0
1186,0,0,0,1,0,0,0,0,0,0,0,1
1187,0,0,0,1,0,0,0,0,0,0,0,1
1188,0,0,0,1,0,0,0,1,0,0,0,0
1189,0,0,0,0,0,0,0,1,0,0,0,0
1190,0,0,0,1,0,0,0,0,0,0,0,0
1191,0,0,0,1,0,0,0,0,0,0,0,1
1192,0,0,0,1,0,0,0,1,0,0,0,0
1193,1,0,0,0,0,0,0,1,0,0,1,0
1194,0,0,0,0,0,0,0,0,0,1,0,1
1195,0,0,0,1,0,0,0,0,0,0,0,0
1196,0,0,0,1,0,0,0,0,0,0,0,0
1197,1,0,0,1,0,0,0,1,0,0,0,0
1198,0,0,0,1,0,1,0,0,0,0,0,0
1199,0,0,0,0,1,0,0,0,0,0,1,0
1200,1,0,0,0,1,1,0,0,0,0,0,0
1201,0,0,0,1,1,0,0,1,0,0,0,0
1202,0,0,0,1,1,0,0,1,0,0,0,0
1203,0,0,0,1,0,0,1,0,0,0,0,0
1204,1,0,0,0,0,0,1,1,0,0,0,1
1205,0,0,0,0,0,0,0,0,0,0,0,1
1206,0,0,0,1,0,0,0,1,0,0,0,1
1207,1,0,0,0,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0,0,0,1,0,0
1209,0,0,0,0,0,0,1,0,0,1,0,1
1210,0,0,0,0,0,0,1,0,0,1,0,1
1211,1,0,0,0,0,0,0,1,0,0,0,0
1212,1,0,0,0,0,0,0,1,0,0,0,0
1213,0,0,0,1,0,0,0,0,0,0,0,0
1214,0,0,0,1,0,0,0,0,0,0,0,0
1215,0,0,0,1,0,0,0,0,0,0,0,1
1216,0,0,0,1,0,0,0,0,0,0,0,1
1217,0,0,0,0,0,0,0,0,0,0,0,1
1218,1,0,0,1,0,0,0,0,0,0,0,0
1219,0,0,0,1,0,0,0,1,0,0,0,0
1220,1,0,0,1,0,1,0,0,0,0,0,0
1221,0,0,0,1,0,0,0,0,0,0,0,1
1222,0,0,0,1,0,0,0,1,0,0,0,1
1223,0,0,0,0,0,0,1,0,0,0,0,1
1224,0,0,0,1,0,0,0,0,0,1,0,1
1225,0,0,0,0,0,0,0,0,0,0,0,1
1226,0,0,0,1,0,0,0,1,0,0,0,0
1227,1,0,0,1,0,0,0,0,0,0,0,0
1228,0,0,0,1,1,1,0,1,0,0,0,0
1229,1,0,0,0,0,0,0,0,0,0,1,0
1230,0,0,0,1,0,0,0,0,0,0,0,1
1231,0,0,0,0,0,0,0,0,0,0,0,1
1232,0,0,0,0,0,0,0,0,0,0,0,1
1233,1,0,0,1,0,0,0,1,0,0,0,1
1234,1,0,0,1,1,1,0,0,0,0,1,0
1235,0,0,0,0,0,0,0,0,0,0,0,1
1236,0,0,0,0,0,0,1,0,0,0,0,1
1237,1,0,0,0,0,1,0,1,0,0,0,0
1238,1,0,0,0,0,0,0,1,0,0,1,0
1239,0,0,0,1,0,1,0,0,0,0,1,0
1240,0,0,0,1,0,0,0,1,0,0,0,0
1241,0,0,0,1,0,0,0,0,0,0,0,0
1242,1,0,0,1,0,0,0,0,0,0,0,1
1243,0,0,0,1,0,0,0,0,0,0,0,1
1244,1,0,0,0,0,1,0,1,0,0,1,0
1245,1,0,0,0,1,1,0,0,0,0,0,0
1246,0,0,0,0,0,0,1,0,0,0,0,1
1247,0,0,0,1,0,0,0,1,0,0,0,0
1248,0,0,0,0,0,1,0,0,0,0,0,1
1249,1,0,0,1,0,0,0,1,0,0,0,0
1250,0,0,0,1,0,0,0,0,0,0,0,0
1251,1,1,0,0,1,0,0,1,0,0,1,0
1252,0,0,0,1,0,1,0,0,0,0,0,1
1253,0,0,0,0,0,0,0,0,0,0,0,1
1254,0,0,0,1,0,0,0,0,0,0,0,1
1255,0,0,0,1,0,0,0,0,0,0,0,1
1256,0,0,0,1,0,0,0,0,0,0,0,1
1257,1,0,0,0,0,0,0,0,0,0,0,0
1258,1,1,0,0,1,1,0,1,0,0,1,0
1259,0,0,0,1,0,1,1,0,0,0,0,0
1260,1,0,0,0,0,0,0,1,0,0,0,0
1261,0,0,0,0,0,0,0,0,0,0,0,1
1262,0,0,0,0,0,0,0,1,0,0,0,1
1263,0,0,0,1,0,0,0,0,0,0,0,0
1264,0,1,0,1,0,0,0,0,0,0,0,0
1265,0,0,0,1,0,0,1,0,0,0,0,0
1266,1,0,0,1,0,0,0,0,1,0,0,1
1267,0,0,0,0,0,0,0,0,0,1,0,1
1268,0,0,0,0,0,0,0,1,0,0,1,1
1269,0,0,0,0,0,0,0,1,0,0,0,0
1270,0,0,0,1,0,0,0,0,0,1,0,1
1271,0,0,0,1,0,0,0,0,0,0,0,0
1272,1,0,0,1,0,0,0,1,0,0,0,0
1273,0,0,0,0,0,0,0,0,0,0,0,1
1274,0,0,0,0,0,0,0,0,0,0,0,1
1275,0,0,0,0,0,0,0,1,0,0,0,0
1276,0,0,0,1,0,0,0,1,0,0,0,1
1277,0,0,0,0,0,0,0,0,0,0,0,1
1278,0,0,0,0,0,0,0,0,0,1,0,1
1279,0,0,0,0,0,0,0,0,0,0,0,1
1280,0,0,0,0,0,0,0,0,0,1,0,0
1281,0,0,0,0,0,0,0,0,0,1,0,0
1282,0,0,0,0,0,0,0,1,0,0,0,0
1283,0,0,0,0,0,0,1,0,0,1,0,1
1284,1,0,0,1,1,0,0,0,0,0,0,0
1285,0,0,0,1,1,0,0,0,0,0,0,0
1286,0,0,0,0,1,0,0,1,0,0,0,0
1287,0,0,0,1,0,0,0,0,0,0,0,0
1288,1,0,0,0,0,0,0,0,0,0,0,0
1289,0,0,0,1,0,0,0,1,0,1,0,1
1290,0,0,0,0,0,0,0,0,0,0,0,1
1291,0,0,0,1,0,0,0,1,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,1,0,1
1293,0,0,0,1,0,0,0,1,0,0,0,0
1294,0,0,0,0,0,0,0,1,0,0,0,0
1295,0,0,0,1,0,0,0,1,0,0,0,0
1296,0,0,0,0,0,0,0,0,0,0,1,1
1297,0,0,0,1,0,0,0,0,0,0,0,0
1298,0,0,0,1,0,0,0,1,0,0,0,0
1299,1,0,0,0,1,0,0,0,0,0,1,0
1300,1,0,0,0,0,0,0,0,0,0,0,0
1301,0,0,0,1,0,1,0,1,0,0,0,0
1302,0,0,0,0,0,0,0,1,0,0,0,0
1303,1,1,0,0,0,1,0,1,0,0,1,0
1304,0,0,0,1,0,0,0,1,0,0,0,0
1305,0,1,0,0,0,1,0,1,0,0,1,0
1306,1,0,0,1,1,1,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,1,0,0,0,0
1308,0,0,0,1,1,1,0,1,0,0,0,0
1309,0,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,1,0,1,0,1,0,0,0,1
1311,1,0,0,1,0,0,0,0,0,0,0,1
1312,1,0,0,1,0,0,0,1,0,0,0,0
1313,0,0,0,0,0,0,0,0,0,1,0,1
1314,0,0,0,0,0,0,0,0,0,1,1,1
1315,0,0,0,0,0,0,0,0,0,0,0,1
1316,0,0,0,1,0,0,0,0,0,0,0,0
1317,0,0,0,1,0,0,0,0,0,0,0,1
1318,0,0,0,1,1,0,0,0,0,0,0,0
1319,1,0,0,0,0,0,0,1,0,0,0,1
1320,0,0,0,1,0,0,0,1,0,0,0,0
1321,0,0,0,0,0,0,0,1,0,1,0,1
1322,0,0,0,1,0,0,0,0,0,0,0,1
1323,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,1,0,0,1,0,1
1325,1,1,0,1,0,0,0,1,0,0,0,0
1326,0,0,0,0,0,0,0,1,0,0,0,0
1327,0,0,0,1,0,0,0,1,0,0,0,1
1328,0,1,0,1,0,0,0,1,0,0,0,0
1329,0,0,0,0,0,0,0,0,0,1,0,1
1330,0,0,0,0,1,0,0,0,0,0,0,0
1331,0,0,0,1,0,1,0,1,0,0,0,0
1332,0,0,0,1,0,0,0,0,0,1,0,1
1333,0,0,0,1,0,1,0,1,0,0,0,0
1334,0,0,0,1,0,0,0,0,0,0,0,1
1335,0,0,0,1,0,0,0,0,0,0,0,1
1336,0,0,0,0,1,1,0,0,0,0,0,0
1337,0,0,0,0,0,0,0,0,0,0,0,1
1338,1,0,0,0,0,0,0,0,0,1,1,1
1339,0,0,0,0,0,0,1,0,0,1,0,0
1340,0,1,0,1,0,1,0,0,0,0,0,1
1341,0,0,0,0,0,0,0,1,0,0,0,0
1342,0,0,0,1,0,1,0,1,0,0,0,0
1343,0,0,0,0,0,0,0,0,0,0,0,1
1344,0,0,0,0,0,1,0,1,0,0,0,0
1345,0,0,0,0,0,0,0,1,0,0,0,0
1346,0,0,0,0,0,0,0,0,0,0,1,1
1347,0,0,0,0,0,0,0,0,0,0,0,1
1348,0,0,0,1,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,1,0,1,0,1
1350,0,0,0,1,0,1,0,1,0,0,0,0
1351,0,0,0,1,0,0,0,0,0,0,0,1
1352,0,0,0,1,0,0,0,0,0,0,0,1
1353,0,0,0,0,0,0,0,0,0,0,1,1
1354,0,0,0,0,0,0,0,0,0,0,0,1
1355,0,0,0,1,0,0,0,0,0,0,0,0
1356,0,0,0,0,0,0,0,0,0,0,0,1
1357,0,0,0,1,0,0,1,0,0,0,0,1
1358,0,0,0,1,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0,0,0,0,1
1360,0,0,0,1,0,0,0,0,0,0,0,0
1361,1,0,0,0,0,0,0,1,0,0,1,0
1362,0,0,0,0,0,0,0,1,0,0,0,0
1363,1,0,1,0,1,0,0,0,0,0,1,0
1364,0,0,0,0,0,0,0,0,0,0,0,1
1365,0,0,0,0,0,0,0,0,0,1,0,1
1366,1,1,0,1,1,1,0,1,1,0,1,1
1367,0,0,0,0,0,0,0,0,0,0,0,1
1368,0,0,0,1,0,0,0,1,0,0,0,1
1369,1,0,0,1,0,0,0,0,0,1,0,1
1370,1,0,0,1,0,1,0,1,0,0,0,0
1371,0,0,0,1,0,0,0,1,0,0,0,0
1372,0,0,0,0,0,0,0,1,0,0,0,0
1373,0,0,0,0,0,0,0,0,0,1,0,1
1374,0,0,0,1,0,0,0,1,0,0,0,1
1375,1,0,0,1,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,0,1,0,0,0,0
1377,1,0,0,0,0,1,0,1,0,0,1,0
1378,0,0,0,1,0,0,0,0,0,0,0,0
1379,1,0,0,1,1,0,1,0,0,0,0,1
1380,1,0,0,1,0,0,0,1,0,0,0,0
1381,1,0,0,0,1,0,0,1,0,0,0,0
1382,0,1,0,0,0,1,0,1,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,0,0,1
1384,0,0,0,1,0,0,1,1,0,0,0,1
1385,1,0,0,0,0,0,0,0,0,0,1,1
1386,0,0,0,1,0,0,0,1,0,1,0,1
1387,1,0,0,0,0,0,0,0,0,1,1,0
1388,0,0,0,1,0,0,0,1,0,0,0,1
1389,1,0,0,0,0,0,0,0,0,0,0,0
1390,0,0,0,1,0,0,0,1,0,0,0,1
1391,0,0,0,0,0,0,0,1,0,0,0,0
1392,0,1,0,1,0,1,0,1,0,0,0,0
1393,0,0,0,0,0,0,0,1,0,0,0,0
1394,0,0,0,0,0,0,0,0,0,0,0,1
1395,0,0,0,0,0,0,1,0,0,1,0,1
1396,1,1,0,1,0,0,0,1,1,0,0,0
1397,0,0,0,0,0,0,1,0,0,1,0,1
1398,0,0,0,1,0,0,0,1,0,0,0,0
1399,0,0,0,1,0,0,0,0,0,0,0,1
1400,0,0,0,1,0,0,0,0,0,0,0,0
1401,0,0,0,0,0,0,0,0,0,0,0,1
1402,0,0,0,0,0,0,0,0,0,0,0,1
1403,0,0,0,1,0,1,0,1,0,0,0,0
1404,0,0,0,1,0,0,0,0,0,0,0,1
1405,0,0,0,1,0,1,0,1,0,0,0,0
1406,1,0,0,1,1,1,0,1,0,0,0,1
1407,0,0,0,1,0,0,1,0,0,1,0,1
1408,0,0,0,0,0,0,0,1,0,0,0,0
1409,0,0,0,1,0,0,0,1,0,0,0,0
1410,0,0,0,0,0,0,0,0,0,0,0,0
1411,0,0,0,1,0,0,0,0,0,0,0,0
1412,0,0,0,1,0,0,0,1,0,0,0,0
1413,0,0,0,1,0,0,1,0,0,0,0,0
1414,0,0,0,0,0,0,0,0,0,0,0,1
1415,0,0,0,0,0,0,0,0,0,0,0,1
1416,0,0,0,1,0,1,0,0,0,0,0,0
1417,0,0,0,1,0,1,0,1,0,0,0,1
1418,0,0,0,1,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,1,0,0,0,0
1420,0,0,0,1,0,1,0,0,0,0,0,1
1421,0,0,0,1,0,0,0,0,0,0,0,1
1422,0,0,0,1,0,0,0,0,0,0,0,1
1423,0,0,0,0,0,0,0,0,0,1,0,0
1424,1,0,0,1,0,0,0,1,0,1,0,0
1425,0,0,0,0,0,0,0,0,0,0,0,1
1426,0,0,0,0,0,0,0,1,0,0,0,0
1427,1,0,0,1,0,0,0,1,0,0,0,1
1428,0,0,0,1,0,0,0,0,0,0,0,1
1429,0,0,0,1,0,0,0,1,0,0,0,0
1430,0,0,0,0,0,0,0,1,0,0,0,0
1431,0,0,0,0,0,1,0,0,0,0,0,0
